student_id,guardian_id,is_primary
104,172,t
105,173,t
105,174,f
106,175,t
106,176,f
107,177,t
107,178,f
108,179,t
109,180,t
109,181,f
110,182,t
110,183,f
111,184,t
112,185,t
112,186,f
113,187,t
113,188,f
114,189,t
114,190,f
115,191,t
116,192,t
116,193,f
117,194,t
117,195,f
118,196,t
119,197,t
119,198,f
120,199,t
120,200,f
121,201,t
121,202,f
122,203,t
122,204,f
123,205,t
124,206,t
125,207,t
125,208,f
126,209,t
126,210,f
127,211,t
127,212,f
128,213,t
129,214,t
130,215,t
131,216,t
131,217,f
132,218,t
133,219,t
134,220,t
134,221,f
135,222,t
135,223,f
136,224,t
137,225,t
137,226,f
138,227,t
138,228,f
139,229,t
140,230,t
141,231,t
141,232,f
142,233,t
142,234,f
143,235,t
144,236,t
144,237,f
145,238,t
145,239,f
146,240,t
146,241,f
147,242,t
147,243,f
148,244,t
149,245,t
149,246,f
150,247,t
150,248,f
151,249,t
151,250,f
152,251,t
152,252,f
153,253,t
154,254,t
154,255,f
155,256,t
155,257,f
156,258,t
156,259,f
157,260,t
157,261,f
158,262,t
158,263,f
159,264,t
160,265,t
161,266,t
162,267,t
163,268,t
163,269,f
164,270,t
164,271,f
165,272,t
165,273,f
166,274,t
167,275,t
168,276,t
168,277,f
169,278,t
170,279,t
170,280,f
171,281,t
171,282,f
172,283,t
172,284,f
173,285,t
173,286,f
174,287,t
174,288,f
175,289,t
175,290,f
176,291,t
176,292,f
177,293,t
177,294,f
178,295,t
179,296,t
179,297,f
180,298,t
181,299,t
182,300,t
182,301,f
183,302,t
184,303,t
184,304,f
185,305,t
185,306,f
186,307,t
186,308,f
187,309,t
187,310,f
188,311,t
189,312,t
190,313,t
191,314,t
191,315,f
192,316,t
192,317,f
193,318,t
194,319,t
194,320,f
195,321,t
196,322,t
196,323,f
197,324,t
198,325,t
198,326,f
199,327,t
199,328,f
200,329,t
200,330,f
201,331,t
201,332,f
202,333,t
202,334,f
203,335,t
203,336,f
204,337,t
204,338,f
205,339,t
205,340,f
206,341,t
207,342,t
208,343,t
208,344,f
209,345,t
209,346,f
210,347,t
210,348,f
211,349,t
212,350,t
213,351,t
214,352,t
214,353,f
215,354,t
215,355,f
216,356,t
217,357,t
218,358,t
218,359,f
219,360,t
220,361,t
220,362,f
221,363,t
221,364,f
222,365,t
223,366,t
223,367,f
224,368,t
225,369,t
226,370,t
227,371,t
227,372,f
228,373,t
229,374,t
229,375,f
230,376,t
230,377,f
231,378,t
232,379,t
232,380,f
233,381,t
233,382,f
234,383,t
235,384,t
235,385,f
236,386,t
237,387,t
237,388,f
238,389,t
238,390,f
239,391,t
239,392,f
240,393,t
240,394,f
241,395,t
241,396,f
242,397,t
242,398,f
243,399,t
243,400,f
244,401,t
244,402,f
245,403,t
246,404,t
246,405,f
247,406,t
248,407,t
248,408,f
249,409,t
249,410,f
250,411,t
250,412,f
251,413,t
251,414,f
252,415,t
253,416,t
254,417,t
255,418,t
256,419,t
256,420,f
257,421,t
257,422,f
258,423,t
259,424,t
260,425,t
261,426,t
262,427,t
262,428,f
263,429,t
264,430,t
265,431,t
266,432,t
266,433,f
267,434,t
267,435,f
268,436,t
268,437,f
269,438,t
270,439,t
271,440,t
272,441,t
273,442,t
274,443,t
274,444,f
275,445,t
275,446,f
276,447,t
277,448,t
277,449,f
278,450,t
279,451,t
279,452,f
280,453,t
280,454,f
281,455,t
282,456,t
282,457,f
283,458,t
283,459,f
284,460,t
284,461,f
285,462,t
286,463,t
286,464,f
287,465,t
287,466,f
288,467,t
288,468,f
289,469,t
290,470,t
290,471,f
291,472,t
291,473,f
292,474,t
293,475,t
294,476,t
295,477,t
295,478,f
296,479,t
297,480,t
297,481,f
298,482,t
298,483,f
299,484,t
299,485,f
300,486,t
300,487,f
301,488,t
301,489,f
302,490,t
303,491,t
303,492,f
304,493,t
305,494,t
305,495,f
306,496,t
306,497,f
307,498,t
307,499,f
308,500,t
309,501,t
310,502,t
311,503,t
311,504,f
312,505,t
313,506,t
314,507,t
314,508,f
315,509,t
315,510,f
316,511,t
317,512,t
317,513,f
318,514,t
319,515,t
319,516,f
320,517,t
321,518,t
321,519,f
322,520,t
323,521,t
323,522,f
324,523,t
325,524,t
326,525,t
327,526,t
327,527,f
328,528,t
328,529,f
329,530,t
330,531,t
330,532,f
331,533,t
332,534,t
333,535,t
333,536,f
334,537,t
334,538,f
335,539,t
335,540,f
336,541,t
337,542,t
338,543,t
338,544,f
339,545,t
339,546,f
340,547,t
340,548,f
341,549,t
341,550,f
342,551,t
342,552,f
343,553,t
344,554,t
344,555,f
345,556,t
345,557,f
346,558,t
347,559,t
348,560,t
348,561,f
349,562,t
349,563,f
350,564,t
350,565,f
351,566,t
351,567,f
352,568,t
353,569,t
353,570,f
354,571,t
355,572,t
355,573,f
356,574,t
356,575,f
357,576,t
357,577,f
358,578,t
358,579,f
359,580,t
359,581,f
360,582,t
361,583,t
362,584,t
362,585,f
363,586,t
363,587,f
364,588,t
365,589,t
365,590,f
366,591,t
367,592,t
368,593,t
369,594,t
369,595,f
370,596,t
370,597,f
371,598,t
371,599,f
372,600,t
372,601,f
373,602,t
373,603,f
374,604,t
374,605,f
375,606,t
376,607,t
376,608,f
377,609,t
377,610,f
378,611,t
379,612,t
380,613,t
380,614,f
381,615,t
382,616,t
382,617,f
383,618,t
384,619,t
384,620,f
385,621,t
385,622,f
386,623,t
386,624,f
387,625,t
387,626,f
388,627,t
389,628,t
389,629,f
390,630,t
390,631,f
391,632,t
391,633,f
392,634,t
393,635,t
394,636,t
394,637,f
395,638,t
396,639,t
397,640,t
397,641,f
398,642,t
398,643,f
399,644,t
399,645,f
400,646,t
400,647,f
401,648,t
401,649,f
402,650,t
403,651,t
403,652,f
404,653,t
404,654,f
405,655,t
406,656,t
407,657,t
407,658,f
408,659,t
408,660,f
409,661,t
409,662,f
410,663,t
410,664,f
411,665,t
412,666,t
413,667,t
413,668,f
414,669,t
414,670,f
415,671,t
415,672,f
416,673,t
417,674,t
417,675,f
418,676,t
418,677,f
419,678,t
419,679,f
420,680,t
421,681,t
422,682,t
423,683,t
423,684,f
424,685,t
425,686,t
426,687,t
427,688,t
427,689,f
428,690,t
428,691,f
429,692,t
430,693,t
430,694,f
431,695,t
431,696,f
432,697,t
432,698,f
433,699,t
433,700,f
434,701,t
434,702,f
435,703,t
435,704,f
436,705,t
436,706,f
437,707,t
438,708,t
439,709,t
439,710,f
440,711,t
440,712,f
441,713,t
441,714,f
442,715,t
443,716,t
443,717,f
444,718,t
444,719,f
445,720,t
446,721,t
446,722,f
447,723,t
447,724,f
448,725,t
449,726,t
450,727,t
451,728,t
452,729,t
453,730,t
453,731,f
454,732,t
455,733,t
456,734,t
457,735,t
457,736,f
458,737,t
459,738,t
459,739,f
460,740,t
460,741,f
461,742,t
462,743,t
462,744,f
463,745,t
464,746,t
465,747,t
466,748,t
466,749,f
467,750,t
468,751,t
469,752,t
469,753,f
470,754,t
470,755,f
471,756,t
472,757,t
472,758,f
473,759,t
473,760,f
474,761,t
474,762,f
475,763,t
475,764,f
476,765,t
477,766,t
478,767,t
478,768,f
479,769,t
479,770,f
480,771,t
480,772,f
481,773,t
481,774,f
482,775,t
482,776,f
483,777,t
483,778,f
484,779,t
485,780,t
485,781,f
486,782,t
486,783,f
487,784,t
487,785,f
488,786,t
488,787,f
489,788,t
489,789,f
490,790,t
490,791,f
491,792,t
491,793,f
492,794,t
492,795,f
493,796,t
493,797,f
494,798,t
495,799,t
495,800,f
496,801,t
496,802,f
497,803,t
497,804,f
498,805,t
498,806,f
499,807,t
499,808,f
500,809,t
500,810,f
501,811,t
502,812,t
503,813,t
503,814,f
504,815,t
505,816,t
506,817,t
506,818,f
507,819,t
507,820,f
508,821,t
508,822,f
509,823,t
509,824,f
510,825,t
511,826,t
512,827,t
513,828,t
513,829,f
514,830,t
515,831,t
516,832,t
517,833,t
517,834,f
518,835,t
519,836,t
519,837,f
520,838,t
520,839,f
521,840,t
521,841,f
522,842,t
522,843,f
523,844,t
524,845,t
525,846,t
525,847,f
526,848,t
527,849,t
528,850,t
529,851,t
529,852,f
530,853,t
530,854,f
531,855,t
532,856,t
533,857,t
534,858,t
534,859,f
535,860,t
536,861,t
536,862,f
537,863,t
537,864,f
538,865,t
538,866,f
539,867,t
539,868,f
540,869,t
541,870,t
542,871,t
543,872,t
543,873,f
544,874,t
544,875,f
545,876,t
546,877,t
547,878,t
548,879,t
548,880,f
549,881,t
549,882,f
550,883,t
550,884,f
551,885,t
551,886,f
552,887,t
552,888,f
553,889,t
554,890,t
555,891,t
556,892,t
557,893,t
558,894,t
559,895,t
559,896,f
560,897,t
560,898,f
561,899,t
562,900,t
562,901,f
563,902,t
563,903,f
564,904,t
565,905,t
566,906,t
567,907,t
567,908,f
568,909,t
568,910,f
569,911,t
569,912,f
570,913,t
570,914,f
571,915,t
571,916,f
572,917,t
572,918,f
573,919,t
573,920,f
574,921,t
574,922,f
575,923,t
575,924,f
576,925,t
576,926,f
577,927,t
577,928,f
578,929,t
579,930,t
579,931,f
580,932,t
580,933,f
581,934,t
581,935,f
582,936,t
582,937,f
583,938,t
583,939,f
584,940,t
585,941,t
586,942,t
586,943,f
587,944,t
587,945,f
588,946,t
589,947,t
589,948,f
590,949,t
591,950,t
591,951,f
592,952,t
592,953,f
593,954,t
593,955,f
594,956,t
594,957,f
595,958,t
595,959,f
596,960,t
597,961,t
597,962,f
598,963,t
599,964,t
599,965,f
600,966,t
600,967,f
601,968,t
602,969,t
603,970,t
604,971,t
604,972,f
605,973,t
605,974,f
606,975,t
606,976,f
607,977,t
608,978,t
609,979,t
610,980,t
610,981,f
611,982,t
612,983,t
613,984,t
613,985,f
614,986,t
614,987,f
615,988,t
616,989,t
616,990,f
617,991,t
618,992,t
618,993,f
619,994,t
620,995,t
620,996,f
621,997,t
621,998,f
622,999,t
622,1000,f
623,1001,t
624,1002,t
625,1003,t
625,1004,f
626,1005,t
626,1006,f
627,1007,t
627,1008,f
628,1009,t
628,1010,f
629,1011,t
629,1012,f
630,1013,t
630,1014,f
631,1015,t
631,1016,f
632,1017,t
632,1018,f
633,1019,t
633,1020,f
634,1021,t
635,1022,t
635,1023,f
636,1024,t
637,1025,t
637,1026,f
638,1027,t
639,1028,t
640,1029,t
641,1030,t
641,1031,f
642,1032,t
643,1033,t
643,1034,f
644,1035,t
644,1036,f
645,1037,t
646,1038,t
646,1039,f
647,1040,t
647,1041,f
648,1042,t
648,1043,f
649,1044,t
649,1045,f
650,1046,t
651,1047,t
651,1048,f
652,1049,t
653,1050,t
653,1051,f
654,1052,t
655,1053,t
655,1054,f
656,1055,t
657,1056,t
658,1057,t
658,1058,f
659,1059,t
659,1060,f
660,1061,t
660,1062,f
661,1063,t
661,1064,f
662,1065,t
662,1066,f
663,1067,t
664,1068,t
664,1069,f
665,1070,t
665,1071,f
666,1072,t
666,1073,f
667,1074,t
668,1075,t
669,1076,t
670,1077,t
670,1078,f
671,1079,t
671,1080,f
672,1081,t
673,1082,t
674,1083,t
675,1084,t
675,1085,f
676,1086,t
676,1087,f
677,1088,t
677,1089,f
678,1090,t
679,1091,t
679,1092,f
680,1093,t
681,1094,t
681,1095,f
682,1096,t
682,1097,f
683,1098,t
684,1099,t
685,1100,t
685,1101,f
686,1102,t
686,1103,f
687,1104,t
688,1105,t
689,1106,t
690,1107,t
690,1108,f
691,1109,t
691,1110,f
692,1111,t
692,1112,f
693,1113,t
694,1114,t
694,1115,f
695,1116,t
695,1117,f
696,1118,t
696,1119,f
697,1120,t
698,1121,t
698,1122,f
699,1123,t
699,1124,f
700,1125,t
701,1126,t
701,1127,f
702,1128,t
703,1129,t
703,1130,f
704,1131,t
705,1132,t
706,1133,t
706,1134,f
707,1135,t
707,1136,f
708,1137,t
708,1138,f
709,1139,t
709,1140,f
710,1141,t
710,1142,f
711,1143,t
712,1144,t
713,1145,t
713,1146,f
714,1147,t
715,1148,t
716,1149,t
716,1150,f
717,1151,t
718,1152,t
718,1153,f
719,1154,t
719,1155,f
720,1156,t
720,1157,f
721,1158,t
721,1159,f
722,1160,t
723,1161,t
723,1162,f
724,1163,t
724,1164,f
725,1165,t
725,1166,f
726,1167,t
726,1168,f
727,1169,t
727,1170,f
728,1171,t
728,1172,f
729,1173,t
730,1174,t
730,1175,f
731,1176,t
731,1177,f
732,1178,t
733,1179,t
733,1180,f
734,1181,t
735,1182,t
735,1183,f
736,1184,t
737,1185,t
738,1186,t
739,1187,t
740,1188,t
740,1189,f
741,1190,t
741,1191,f
742,1192,t
742,1193,f
743,1194,t
744,1195,t
745,1196,t
745,1197,f
746,1198,t
747,1199,t
748,1200,t
748,1201,f
749,892,t
750,141,t
751,82,t
752,534,t
753,234,t
754,282,t
755,10,t
756,488,t
757,453,t
758,118,t
759,373,t
760,888,t
761,573,t
762,1191,t
763,1012,t
764,911,t
765,1071,t
766,1042,t
767,711,t
768,267,t
769,22,t
770,1176,t
771,515,t
772,231,t
773,167,t
774,126,t
775,826,t
776,287,t
777,722,t
778,794,t
779,273,t
780,432,t
781,655,t
782,313,t
783,1109,t
784,866,t
785,726,t
786,398,t
787,228,t
788,965,t
789,1129,t
790,1026,t
791,995,t
792,312,t
793,888,t
794,213,t
795,321,t
796,1151,t
797,87,t
798,1080,t
799,489,t
800,945,t
