enrollment_id,student_id,section_id
184,14,58
185,14,59
186,14,60
187,14,61
188,14,62
189,14,63
190,14,64
191,14,65
192,14,66
193,15,82
194,15,83
195,15,84
196,15,85
197,15,86
198,15,87
199,15,88
200,15,89
201,15,90
202,15,91
203,15,92
204,15,93
205,15,94
206,15,95
207,15,96
208,16,1
209,16,2
210,16,3
211,16,4
212,16,5
213,16,6
214,16,7
215,16,8
216,16,9
217,16,10
218,16,11
219,16,12
220,17,52
221,17,53
222,17,54
223,17,55
224,17,56
225,17,57
226,17,58
227,17,59
228,17,60
229,17,61
230,17,62
231,17,63
232,17,64
233,17,65
234,17,66
235,18,1
236,18,2
237,18,3
238,18,4
239,18,5
240,18,6
241,18,7
242,18,8
243,18,9
244,18,10
245,18,11
246,18,12
247,19,112
248,19,113
249,19,114
250,19,115
251,19,116
252,19,117
253,19,118
254,19,119
255,19,120
256,20,97
257,20,98
258,20,99
259,20,100
260,20,101
261,20,102
262,20,103
263,20,104
264,20,105
265,20,106
266,20,107
267,20,108
268,20,109
269,20,110
270,20,111
271,21,13
272,21,14
273,21,15
274,21,16
275,21,17
276,21,18
277,21,19
278,21,20
279,21,21
280,21,22
281,21,23
282,21,24
283,22,37
284,22,38
285,22,39
286,22,40
287,22,41
288,22,42
289,22,43
290,22,44
291,22,45
292,22,46
293,22,47
294,22,48
295,22,49
296,22,50
297,22,51
298,23,1
299,23,2
300,23,3
301,23,4
302,23,5
303,23,6
304,23,7
305,23,8
306,23,9
307,23,10
308,23,11
309,23,12
310,24,52
311,24,53
312,24,54
313,24,55
314,24,56
315,24,57
316,24,58
317,24,59
318,24,60
319,24,61
320,24,62
321,24,63
322,24,64
323,24,65
324,24,66
325,25,25
326,25,26
327,25,27
328,25,28
329,25,29
330,25,30
331,25,31
332,25,32
333,25,33
334,25,34
335,25,35
336,25,36
337,26,25
338,26,26
339,26,27
340,26,28
341,26,29
342,26,30
343,26,31
344,26,32
345,26,33
346,26,34
347,26,35
348,26,36
349,27,1
350,27,2
351,27,3
352,27,4
353,27,5
354,27,6
355,27,7
356,27,8
357,27,9
358,27,10
359,27,11
360,27,12
361,28,67
362,28,68
363,28,69
364,28,70
365,28,71
366,28,72
367,28,73
368,28,74
369,28,75
370,28,76
371,28,77
372,28,78
373,28,79
374,28,80
375,28,81
376,29,112
377,29,113
378,29,114
379,29,115
380,29,116
381,29,117
382,29,118
383,29,119
384,29,120
385,30,97
386,30,98
387,30,99
388,30,100
389,30,101
390,30,102
391,30,103
392,30,104
393,30,105
394,30,106
395,30,107
396,30,108
397,30,109
398,30,110
399,30,111
400,31,67
401,31,68
402,31,69
403,31,70
404,31,71
405,31,72
406,31,73
407,31,74
408,31,75
409,31,76
410,31,77
411,31,78
412,31,79
413,31,80
414,31,81
415,32,13
416,32,14
417,32,15
418,32,16
419,32,17
420,32,18
421,32,19
422,32,20
423,32,21
424,32,22
425,32,23
426,32,24
427,33,1
428,33,2
429,33,3
430,33,4
431,33,5
432,33,6
433,33,7
434,33,8
435,33,9
436,33,10
437,33,11
438,33,12
439,34,1
440,34,2
441,34,3
442,34,4
443,34,5
444,34,6
445,34,7
446,34,8
447,34,9
448,34,10
449,34,11
450,34,12
451,35,67
452,35,68
453,35,69
454,35,70
455,35,71
456,35,72
457,35,73
458,35,74
459,35,75
460,35,76
461,35,77
462,35,78
463,35,79
464,35,80
465,35,81
466,36,13
467,36,14
468,36,15
469,36,16
470,36,17
471,36,18
472,36,19
473,36,20
474,36,21
475,36,22
476,36,23
477,36,24
478,37,82
479,37,83
480,37,84
481,37,85
482,37,86
483,37,87
484,37,88
485,37,89
486,37,90
487,37,91
488,37,92
489,37,93
490,37,94
491,37,95
492,37,96
493,38,82
494,38,83
495,38,84
496,38,85
497,38,86
498,38,87
499,38,88
500,38,89
501,38,90
502,38,91
503,38,92
504,38,93
505,38,94
506,38,95
507,38,96
508,39,52
509,39,53
510,39,54
511,39,55
512,39,56
513,39,57
514,39,58
515,39,59
516,39,60
517,39,61
518,39,62
519,39,63
520,39,64
521,39,65
522,39,66
523,40,67
524,40,68
525,40,69
526,40,70
527,40,71
528,40,72
529,40,73
530,40,74
531,40,75
532,40,76
533,40,77
534,40,78
535,40,79
536,40,80
537,40,81
538,41,1
539,41,2
540,41,3
541,41,4
542,41,5
543,41,6
544,41,7
545,41,8
546,41,9
547,41,10
548,41,11
549,41,12
550,42,37
551,42,38
552,42,39
553,42,40
554,42,41
555,42,42
556,42,43
557,42,44
558,42,45
559,42,46
560,42,47
561,42,48
562,42,49
563,42,50
564,42,51
565,43,25
566,43,26
567,43,27
568,43,28
569,43,29
570,43,30
571,43,31
572,43,32
573,43,33
574,43,34
575,43,35
576,43,36
577,44,37
578,44,38
579,44,39
580,44,40
581,44,41
582,44,42
583,44,43
584,44,44
585,44,45
586,44,46
587,44,47
588,44,48
589,44,49
590,44,50
591,44,51
592,45,37
593,45,38
594,45,39
595,45,40
596,45,41
597,45,42
598,45,43
599,45,44
600,45,45
601,45,46
602,45,47
603,45,48
604,45,49
605,45,50
606,45,51
607,46,52
608,46,53
609,46,54
610,46,55
611,46,56
612,46,57
613,46,58
614,46,59
615,46,60
616,46,61
617,46,62
618,46,63
619,46,64
620,46,65
621,46,66
622,47,82
623,47,83
624,47,84
625,47,85
626,47,86
627,47,87
628,47,88
629,47,89
630,47,90
631,47,91
632,47,92
633,47,93
634,47,94
635,47,95
636,47,96
637,48,82
638,48,83
639,48,84
640,48,85
641,48,86
642,48,87
643,48,88
644,48,89
645,48,90
646,48,91
647,48,92
648,48,93
649,48,94
650,48,95
651,48,96
652,49,37
653,49,38
654,49,39
655,49,40
656,49,41
657,49,42
658,49,43
659,49,44
660,49,45
661,49,46
662,49,47
663,49,48
664,49,49
665,49,50
666,49,51
667,50,25
668,50,26
669,50,27
670,50,28
671,50,29
672,50,30
673,50,31
674,50,32
675,50,33
676,50,34
677,50,35
678,50,36
679,51,67
680,51,68
681,51,69
682,51,70
683,51,71
684,51,72
685,51,73
686,51,74
687,51,75
688,51,76
689,51,77
690,51,78
691,51,79
692,51,80
693,51,81
694,52,67
695,52,68
696,52,69
697,52,70
698,52,71
699,52,72
700,52,73
701,52,74
702,52,75
703,52,76
704,52,77
705,52,78
706,52,79
707,52,80
708,52,81
709,53,52
710,53,53
711,53,54
712,53,55
713,53,56
714,53,57
715,53,58
716,53,59
717,53,60
718,53,61
719,53,62
720,53,63
721,53,64
722,53,65
723,53,66
724,54,52
725,54,53
726,54,54
727,54,55
728,54,56
729,54,57
730,54,58
731,54,59
732,54,60
733,54,61
734,54,62
735,54,63
736,54,64
737,54,65
738,54,66
739,55,82
740,55,83
741,55,84
742,55,85
743,55,86
744,55,87
745,55,88
746,55,89
747,55,90
748,55,91
749,55,92
750,55,93
751,55,94
752,55,95
753,55,96
754,56,52
755,56,53
756,56,54
757,56,55
758,56,56
759,56,57
760,56,58
761,56,59
762,56,60
763,56,61
764,56,62
765,56,63
766,56,64
767,56,65
768,56,66
769,57,52
770,57,53
771,57,54
772,57,55
773,57,56
774,57,57
775,57,58
776,57,59
777,57,60
778,57,61
779,57,62
780,57,63
781,57,64
782,57,65
783,57,66
784,58,1
785,58,2
786,58,3
787,58,4
788,58,5
789,58,6
790,58,7
791,58,8
792,58,9
793,58,10
794,58,11
795,58,12
796,59,1
797,59,2
798,59,3
799,59,4
800,59,5
801,59,6
802,59,7
803,59,8
804,59,9
805,59,10
806,59,11
807,59,12
808,60,97
809,60,98
810,60,99
811,60,100
812,60,101
813,60,102
814,60,103
815,60,104
816,60,105
817,60,106
818,60,107
819,60,108
820,60,109
821,60,110
822,60,111
823,61,52
824,61,53
825,61,54
826,61,55
827,61,56
828,61,57
829,61,58
830,61,59
831,61,60
832,61,61
833,61,62
834,61,63
835,61,64
836,61,65
837,61,66
838,62,82
839,62,83
840,62,84
841,62,85
842,62,86
843,62,87
844,62,88
845,62,89
846,62,90
847,62,91
848,62,92
849,62,93
850,62,94
851,62,95
852,62,96
853,63,97
854,63,98
855,63,99
856,63,100
857,63,101
858,63,102
859,63,103
860,63,104
861,63,105
862,63,106
863,63,107
864,63,108
865,63,109
866,63,110
867,63,111
868,64,13
869,64,14
870,64,15
871,64,16
872,64,17
873,64,18
874,64,19
875,64,20
876,64,21
877,64,22
878,64,23
879,64,24
880,65,37
881,65,38
882,65,39
883,65,40
884,65,41
885,65,42
886,65,43
887,65,44
888,65,45
889,65,46
890,65,47
891,65,48
892,65,49
893,65,50
894,65,51
895,66,97
896,66,98
897,66,99
898,66,100
899,66,101
900,66,102
901,66,103
902,66,104
903,66,105
904,66,106
905,66,107
906,66,108
907,66,109
908,66,110
909,66,111
910,67,52
911,67,53
912,67,54
913,67,55
914,67,56
915,67,57
916,67,58
917,67,59
918,67,60
919,67,61
920,67,62
921,67,63
922,67,64
923,67,65
924,67,66
925,68,52
926,68,53
927,68,54
928,68,55
929,68,56
930,68,57
931,68,58
932,68,59
933,68,60
934,68,61
935,68,62
936,68,63
937,68,64
938,68,65
939,68,66
940,69,52
941,69,53
942,69,54
943,69,55
944,69,56
945,69,57
946,69,58
947,69,59
948,69,60
949,69,61
950,69,62
951,69,63
952,69,64
953,69,65
954,69,66
955,70,67
956,70,68
957,70,69
958,70,70
959,70,71
960,70,72
961,70,73
962,70,74
963,70,75
964,70,76
965,70,77
966,70,78
967,70,79
968,70,80
969,70,81
970,71,37
971,71,38
972,71,39
973,71,40
974,71,41
975,71,42
976,71,43
977,71,44
978,71,45
979,71,46
980,71,47
981,71,48
982,71,49
983,71,50
984,71,51
985,72,67
986,72,68
987,72,69
988,72,70
989,72,71
990,72,72
991,72,73
992,72,74
993,72,75
994,72,76
995,72,77
996,72,78
997,72,79
998,72,80
999,72,81
1000,73,25
1001,73,26
1002,73,27
1003,73,28
1004,73,29
1005,73,30
1006,73,31
1007,73,32
1008,73,33
1009,73,34
1010,73,35
1011,73,36
1012,74,82
1013,74,83
1014,74,84
1015,74,85
1016,74,86
1017,74,87
1018,74,88
1019,74,89
1020,74,90
1021,74,91
1022,74,92
1023,74,93
1024,74,94
1025,74,95
1026,74,96
1027,75,67
1028,75,68
1029,75,69
1030,75,70
1031,75,71
1032,75,72
1033,75,73
1034,75,74
1035,75,75
1036,75,76
1037,75,77
1038,75,78
1039,75,79
1040,75,80
1041,75,81
1042,76,52
1043,76,53
1044,76,54
1045,76,55
1046,76,56
1047,76,57
1048,76,58
1049,76,59
1050,76,60
1051,76,61
1052,76,62
1053,76,63
1054,76,64
1055,76,65
1056,76,66
1057,77,37
1058,77,38
1059,77,39
1060,77,40
1061,77,41
1062,77,42
1063,77,43
1064,77,44
1065,77,45
1066,77,46
1067,77,47
1068,77,48
1069,77,49
1070,77,50
1071,77,51
1072,78,52
1073,78,53
1074,78,54
1075,78,55
1076,78,56
1077,78,57
1078,78,58
1079,78,59
1080,78,60
1081,78,61
1082,78,62
1083,78,63
1084,78,64
1085,78,65
1086,78,66
1087,79,52
1088,79,53
1089,79,54
1090,79,55
1091,79,56
1092,79,57
1093,79,58
1094,79,59
1095,79,60
1096,79,61
1097,79,62
1098,79,63
1099,79,64
1100,79,65
1101,79,66
1102,80,1
1103,80,2
1104,80,3
1105,80,4
1106,80,5
1107,80,6
1108,80,7
1109,80,8
1110,80,9
1111,80,10
1112,80,11
1113,80,12
1114,81,25
1115,81,26
1116,81,27
1117,81,28
1118,81,29
1119,81,30
1120,81,31
1121,81,32
1122,81,33
1123,81,34
1124,81,35
1125,81,36
1126,82,25
1127,82,26
1128,82,27
1129,82,28
1130,82,29
1131,82,30
1132,82,31
1133,82,32
1134,82,33
1135,82,34
1136,82,35
1137,82,36
1138,83,67
1139,83,68
1140,83,69
1141,83,70
1142,83,71
1143,83,72
1144,83,73
1145,83,74
1146,83,75
1147,83,76
1148,83,77
1149,83,78
1150,83,79
1151,83,80
1152,83,81
1153,84,52
1154,84,53
1155,84,54
1156,84,55
1157,84,56
1158,84,57
1159,84,58
1160,84,59
1161,84,60
1162,84,61
1163,84,62
1164,84,63
1165,84,64
1166,84,65
1167,84,66
1168,85,37
1169,85,38
1170,85,39
1171,85,40
1172,85,41
1173,85,42
1174,85,43
1175,85,44
1176,85,45
1177,85,46
1178,85,47
1179,85,48
1180,85,49
1181,85,50
1182,85,51
1183,86,25
1184,86,26
1185,86,27
1186,86,28
1187,86,29
1188,86,30
1189,86,31
1190,86,32
1191,86,33
1192,86,34
1193,86,35
1194,86,36
1195,87,82
1196,87,83
1197,87,84
1198,87,85
1199,87,86
1200,87,87
1201,87,88
1202,87,89
1203,87,90
1204,87,91
1205,87,92
1206,87,93
1207,87,94
1208,87,95
1209,87,96
1210,88,37
1211,88,38
1212,88,39
1213,88,40
1214,88,41
1215,88,42
1216,88,43
1217,88,44
1218,88,45
1219,88,46
1220,88,47
1221,88,48
1222,88,49
1223,88,50
1224,88,51
1225,89,13
1226,89,14
1227,89,15
1228,89,16
1229,89,17
1230,89,18
1231,89,19
1232,89,20
1233,89,21
1234,89,22
1235,89,23
1236,89,24
1237,90,52
1238,90,53
1239,90,54
1240,90,55
1241,90,56
1242,90,57
1243,90,58
1244,90,59
1245,90,60
1246,90,61
1247,90,62
1248,90,63
1249,90,64
1250,90,65
1251,90,66
1252,91,97
1253,91,98
1254,91,99
1255,91,100
1256,91,101
1257,91,102
1258,91,103
1259,91,104
1260,91,105
1261,91,106
1262,91,107
1263,91,108
1264,91,109
1265,91,110
1266,91,111
1267,92,37
1268,92,38
1269,92,39
1270,92,40
1271,92,41
1272,92,42
1273,92,43
1274,92,44
1275,92,45
1276,92,46
1277,92,47
1278,92,48
1279,92,49
1280,92,50
1281,92,51
1282,93,1
1283,93,2
1284,93,3
1285,93,4
1286,93,5
1287,93,6
1288,93,7
1289,93,8
1290,93,9
1291,93,10
1292,93,11
1293,93,12
1294,94,82
1295,94,83
1296,94,84
1297,94,85
1298,94,86
1299,94,87
1300,94,88
1301,94,89
1302,94,90
1303,94,91
1304,94,92
1305,94,93
1306,94,94
1307,94,95
1308,94,96
1309,95,52
1310,95,53
1311,95,54
1312,95,55
1313,95,56
1314,95,57
1315,95,58
1316,95,59
1317,95,60
1318,95,61
1319,95,62
1320,95,63
1321,95,64
1322,95,65
1323,95,66
1324,96,97
1325,96,98
1326,96,99
1327,96,100
1328,96,101
1329,96,102
1330,96,103
1331,96,104
1332,96,105
1333,96,106
1334,96,107
1335,96,108
1336,96,109
1337,96,110
1338,96,111
1339,97,112
1340,97,113
1341,97,114
1342,97,115
1343,97,116
1344,97,117
1345,97,118
1346,97,119
1347,97,120
1348,98,1
1349,98,2
1350,98,3
1351,98,4
1352,98,5
1353,98,6
1354,98,7
1355,98,8
1356,98,9
1357,98,10
1358,98,11
1359,98,12
1360,99,97
1361,99,98
1362,99,99
1363,99,100
1364,99,101
1365,99,102
1366,99,103
1367,99,104
1368,99,105
1369,99,106
1370,99,107
1371,99,108
1372,99,109
1373,99,110
1374,99,111
1375,100,112
1376,100,113
1377,100,114
1378,100,115
1379,100,116
1380,100,117
1381,100,118
1382,100,119
1383,100,120
1384,101,67
1385,101,68
1386,101,69
1387,101,70
1388,101,71
1389,101,72
1390,101,73
1391,101,74
1392,101,75
1393,101,76
1394,101,77
1395,101,78
1396,101,79
1397,101,80
1398,101,81
1399,102,67
1400,102,68
1401,102,69
1402,102,70
1403,102,71
1404,102,72
1405,102,73
1406,102,74
1407,102,75
1408,102,76
1409,102,77
1410,102,78
1411,102,79
1412,102,80
1413,102,81
1414,103,37
1415,103,38
1416,103,39
1417,103,40
1418,103,41
1419,103,42
1420,103,43
1421,103,44
1422,103,45
1423,103,46
1424,103,47
1425,103,48
1426,103,49
1427,103,50
1428,103,51
1429,104,25
1430,104,26
1431,104,27
1432,104,28
1433,104,29
1434,104,30
1435,104,31
1436,104,32
1437,104,33
1438,104,34
1439,104,35
1440,104,36
1441,105,97
1442,105,98
1443,105,99
1444,105,100
1445,105,101
1446,105,102
1447,105,103
1448,105,104
1449,105,105
1450,105,106
1451,105,107
1452,105,108
1453,105,109
1454,105,110
1455,105,111
1456,106,52
1457,106,53
1458,106,54
1459,106,55
1460,106,56
1461,106,57
1462,106,58
1463,106,59
1464,106,60
1465,106,61
1466,106,62
1467,106,63
1468,106,64
1469,106,65
1470,106,66
1471,107,97
1472,107,98
1473,107,99
1474,107,100
1475,107,101
1476,107,102
1477,107,103
1478,107,104
1479,107,105
1480,107,106
1481,107,107
1482,107,108
1483,107,109
1484,107,110
1485,107,111
1486,108,25
1487,108,26
1488,108,27
1489,108,28
1490,108,29
1491,108,30
1492,108,31
1493,108,32
1494,108,33
1495,108,34
1496,108,35
1497,108,36
1498,109,82
1499,109,83
1500,109,84
1501,109,85
1502,109,86
1503,109,87
1504,109,88
1505,109,89
1506,109,90
1507,109,91
1508,109,92
1509,109,93
1510,109,94
1511,109,95
1512,109,96
1513,110,67
1514,110,68
1515,110,69
1516,110,70
1517,110,71
1518,110,72
1519,110,73
1520,110,74
1521,110,75
1522,110,76
1523,110,77
1524,110,78
1525,110,79
1526,110,80
1527,110,81
1528,111,13
1529,111,14
1530,111,15
1531,111,16
1532,111,17
1533,111,18
1534,111,19
1535,111,20
1536,111,21
1537,111,22
1538,111,23
1539,111,24
1540,112,112
1541,112,113
1542,112,114
1543,112,115
1544,112,116
1545,112,117
1546,112,118
1547,112,119
1548,112,120
1549,113,112
1550,113,113
1551,113,114
1552,113,115
1553,113,116
1554,113,117
1555,113,118
1556,113,119
1557,113,120
1558,114,1
1559,114,2
1560,114,3
1561,114,4
1562,114,5
1563,114,6
1564,114,7
1565,114,8
1566,114,9
1567,114,10
1568,114,11
1569,114,12
1570,115,97
1571,115,98
1572,115,99
1573,115,100
1574,115,101
1575,115,102
1576,115,103
1577,115,104
1578,115,105
1579,115,106
1580,115,107
1581,115,108
1582,115,109
1583,115,110
1584,115,111
1585,116,1
1586,116,2
1587,116,3
1588,116,4
1589,116,5
1590,116,6
1591,116,7
1592,116,8
1593,116,9
1594,116,10
1595,116,11
1596,116,12
1597,117,25
1598,117,26
1599,117,27
1600,117,28
1601,117,29
1602,117,30
1603,117,31
1604,117,32
1605,117,33
1606,117,34
1607,117,35
1608,117,36
1609,118,67
1610,118,68
1611,118,69
1612,118,70
1613,118,71
1614,118,72
1615,118,73
1616,118,74
1617,118,75
1618,118,76
1619,118,77
1620,118,78
1621,118,79
1622,118,80
1623,118,81
1624,119,37
1625,119,38
1626,119,39
1627,119,40
1628,119,41
1629,119,42
1630,119,43
1631,119,44
1632,119,45
1633,119,46
1634,119,47
1635,119,48
1636,119,49
1637,119,50
1638,119,51
1639,120,1
1640,120,2
1641,120,3
1642,120,4
1643,120,5
1644,120,6
1645,120,7
1646,120,8
1647,120,9
1648,120,10
1649,120,11
1650,120,12
1651,121,1
1652,121,2
1653,121,3
1654,121,4
1655,121,5
1656,121,6
1657,121,7
1658,121,8
1659,121,9
1660,121,10
1661,121,11
1662,121,12
1663,122,37
1664,122,38
1665,122,39
1666,122,40
1667,122,41
1668,122,42
1669,122,43
1670,122,44
1671,122,45
1672,122,46
1673,122,47
1674,122,48
1675,122,49
1676,122,50
1677,122,51
1678,123,97
1679,123,98
1680,123,99
1681,123,100
1682,123,101
1683,123,102
1684,123,103
1685,123,104
1686,123,105
1687,123,106
1688,123,107
1689,123,108
1690,123,109
1691,123,110
1692,123,111
1693,124,112
1694,124,113
1695,124,114
1696,124,115
1697,124,116
1698,124,117
1699,124,118
1700,124,119
1701,124,120
1702,125,67
1703,125,68
1704,125,69
1705,125,70
1706,125,71
1707,125,72
1708,125,73
1709,125,74
1710,125,75
1711,125,76
1712,125,77
1713,125,78
1714,125,79
1715,125,80
1716,125,81
1717,126,25
1718,126,26
1719,126,27
1720,126,28
1721,126,29
1722,126,30
1723,126,31
1724,126,32
1725,126,33
1726,126,34
1727,126,35
1728,126,36
1729,127,82
1730,127,83
1731,127,84
1732,127,85
1733,127,86
1734,127,87
1735,127,88
1736,127,89
1737,127,90
1738,127,91
1739,127,92
1740,127,93
1741,127,94
1742,127,95
1743,127,96
1744,128,37
1745,128,38
1746,128,39
1747,128,40
1748,128,41
1749,128,42
1750,128,43
1751,128,44
1752,128,45
1753,128,46
1754,128,47
1755,128,48
1756,128,49
1757,128,50
1758,128,51
1759,129,37
1760,129,38
1761,129,39
1762,129,40
1763,129,41
1764,129,42
1765,129,43
1766,129,44
1767,129,45
1768,129,46
1769,129,47
1770,129,48
1771,129,49
1772,129,50
1773,129,51
1774,130,1
1775,130,2
1776,130,3
1777,130,4
1778,130,5
1779,130,6
1780,130,7
1781,130,8
1782,130,9
1783,130,10
1784,130,11
1785,130,12
1786,131,1
1787,131,2
1788,131,3
1789,131,4
1790,131,5
1791,131,6
1792,131,7
1793,131,8
1794,131,9
1795,131,10
1796,131,11
1797,131,12
1798,132,52
1799,132,53
1800,132,54
1801,132,55
1802,132,56
1803,132,57
1804,132,58
1805,132,59
1806,132,60
1807,132,61
1808,132,62
1809,132,63
1810,132,64
1811,132,65
1812,132,66
1813,133,82
1814,133,83
1815,133,84
1816,133,85
1817,133,86
1818,133,87
1819,133,88
1820,133,89
1821,133,90
1822,133,91
1823,133,92
1824,133,93
1825,133,94
1826,133,95
1827,133,96
1828,134,112
1829,134,113
1830,134,114
1831,134,115
1832,134,116
1833,134,117
1834,134,118
1835,134,119
1836,134,120
1837,135,112
1838,135,113
1839,135,114
1840,135,115
1841,135,116
1842,135,117
1843,135,118
1844,135,119
1845,135,120
1846,136,97
1847,136,98
1848,136,99
1849,136,100
1850,136,101
1851,136,102
1852,136,103
1853,136,104
1854,136,105
1855,136,106
1856,136,107
1857,136,108
1858,136,109
1859,136,110
1860,136,111
1861,137,112
1862,137,113
1863,137,114
1864,137,115
1865,137,116
1866,137,117
1867,137,118
1868,137,119
1869,137,120
1870,138,82
1871,138,83
1872,138,84
1873,138,85
1874,138,86
1875,138,87
1876,138,88
1877,138,89
1878,138,90
1879,138,91
1880,138,92
1881,138,93
1882,138,94
1883,138,95
1884,138,96
1885,139,112
1886,139,113
1887,139,114
1888,139,115
1889,139,116
1890,139,117
1891,139,118
1892,139,119
1893,139,120
1894,140,1
1895,140,2
1896,140,3
1897,140,4
1898,140,5
1899,140,6
1900,140,7
1901,140,8
1902,140,9
1903,140,10
1904,140,11
1905,140,12
1906,141,13
1907,141,14
1908,141,15
1909,141,16
1910,141,17
1911,141,18
1912,141,19
1913,141,20
1914,141,21
1915,141,22
1916,141,23
1917,141,24
1918,142,112
1919,142,113
1920,142,114
1921,142,115
1922,142,116
1923,142,117
1924,142,118
1925,142,119
1926,142,120
1927,143,25
1928,143,26
1929,143,27
1930,143,28
1931,143,29
1932,143,30
1933,143,31
1934,143,32
1935,143,33
1936,143,34
1937,143,35
1938,143,36
1939,144,1
1940,144,2
1941,144,3
1942,144,4
1943,144,5
1944,144,6
1945,144,7
1946,144,8
1947,144,9
1948,144,10
1949,144,11
1950,144,12
1951,145,97
1952,145,98
1953,145,99
1954,145,100
1955,145,101
1956,145,102
1957,145,103
1958,145,104
1959,145,105
1960,145,106
1961,145,107
1962,145,108
1963,145,109
1964,145,110
1965,145,111
1966,146,1
1967,146,2
1968,146,3
1969,146,4
1970,146,5
1971,146,6
1972,146,7
1973,146,8
1974,146,9
1975,146,10
1976,146,11
1977,146,12
1978,147,67
1979,147,68
1980,147,69
1981,147,70
1982,147,71
1983,147,72
1984,147,73
1985,147,74
1986,147,75
1987,147,76
1988,147,77
1989,147,78
1990,147,79
1991,147,80
1992,147,81
1993,148,112
1994,148,113
1995,148,114
1996,148,115
1997,148,116
1998,148,117
1999,148,118
2000,148,119
2001,148,120
2002,149,25
2003,149,26
2004,149,27
2005,149,28
2006,149,29
2007,149,30
2008,149,31
2009,149,32
2010,149,33
2011,149,34
2012,149,35
2013,149,36
2014,150,52
2015,150,53
2016,150,54
2017,150,55
2018,150,56
2019,150,57
2020,150,58
2021,150,59
2022,150,60
2023,150,61
2024,150,62
2025,150,63
2026,150,64
2027,150,65
2028,150,66
2029,151,25
2030,151,26
2031,151,27
2032,151,28
2033,151,29
2034,151,30
2035,151,31
2036,151,32
2037,151,33
2038,151,34
2039,151,35
2040,151,36
2041,152,1
2042,152,2
2043,152,3
2044,152,4
2045,152,5
2046,152,6
2047,152,7
2048,152,8
2049,152,9
2050,152,10
2051,152,11
2052,152,12
2053,153,1
2054,153,2
2055,153,3
2056,153,4
2057,153,5
2058,153,6
2059,153,7
2060,153,8
2061,153,9
2062,153,10
2063,153,11
2064,153,12
2065,154,25
2066,154,26
2067,154,27
2068,154,28
2069,154,29
2070,154,30
2071,154,31
2072,154,32
2073,154,33
2074,154,34
2075,154,35
2076,154,36
2077,155,67
2078,155,68
2079,155,69
2080,155,70
2081,155,71
2082,155,72
2083,155,73
2084,155,74
2085,155,75
2086,155,76
2087,155,77
2088,155,78
2089,155,79
2090,155,80
2091,155,81
2092,156,37
2093,156,38
2094,156,39
2095,156,40
2096,156,41
2097,156,42
2098,156,43
2099,156,44
2100,156,45
2101,156,46
2102,156,47
2103,156,48
2104,156,49
2105,156,50
2106,156,51
2107,157,25
2108,157,26
2109,157,27
2110,157,28
2111,157,29
2112,157,30
2113,157,31
2114,157,32
2115,157,33
2116,157,34
2117,157,35
2118,157,36
2119,158,37
2120,158,38
2121,158,39
2122,158,40
2123,158,41
2124,158,42
2125,158,43
2126,158,44
2127,158,45
2128,158,46
2129,158,47
2130,158,48
2131,158,49
2132,158,50
2133,158,51
2134,159,13
2135,159,14
2136,159,15
2137,159,16
2138,159,17
